,Wikipedia movie ID,Freebase movie ID,Movie release date,Character name,Actor date of birth,Actor gender,Actor height (in meters),Actor ethnicity (Freebase ID),Actor name,Actor age at movie release,Freebase character/actor map ID,Freebase character ID,Freebase actor ID,e.id,Wikipedia Movie id,Movie name,charName,fullName,occurences,max,Persona
23,336846,/m/01xlqd,1978-06-16,Kenickie Murdoch,1950-10-05,M,1.87,/m/07hwkr,Jeff Conaway,27.0,/m/0jy_bs,/m/0h5nhp7,/m/026mzh,/m/0jy_bs,336846,Grease,Kenickie Murdoch,Kenickie,5,17,18
24,336846,/m/01xlqd,1978-06-16,Danny Zuko,1954-02-18,M,1.83,/m/0xnvg,John Travolta,24.0,/m/0jy_b9,/m/05gpml7,/m/0f502,/m/0jy_b9,336846,Grease,Danny Zuko,Danny,17,49,50
25,27463222,/m/0c037x9,2010-09-12,Paul,1964-07-22,M,1.73,/m/025rpb0,John Leguizamo,46.0,/m/0c05h8f,/m/0gdjxq3,/m/04yj5z,/m/0c05h8f,27463222,Vanishing on 7th Street,Paul,Paul,11,21,22
26,27463222,/m/0c037x9,2010-09-12,Rosemary,1972-11-06,F,1.6,/m/02w7gg,Thandie Newton,37.0,/m/0c05y6n,/m/0gdjxpx,/m/02cpb7,/m/0c05y6n,27463222,Vanishing on 7th Street,Rosemary,Rosemary,9,21,22
27,6795107,/m/0gp9cf,1998-05-15,Jeeva,1971-05-01,M,1.8,/m/029f2r,Ajith Kumar,27.0,/m/03lrqwh,/m/0gz5c8p,/m/06c53w,/m/03lrqwh,6795107,Aval Varuvala,Jeeva,him,17,49,50
28,6795107,/m/0gp9cf,1998-05-15,Divya,1976-04-04,F,1.67,/m/02sch9,Simran Bagga,22.0,/m/03jrljm,/m/0j8pr2s,/m/04cmrt,/m/03jrljm,6795107,Aval Varuvala,Divya,"Divya and her mother , Sujatha",18,49,50
29,362719,/m/01_mdl,1978-12-10,Lex Luthor,1930-01-30,M,1.88,/m/07hwkr,Gene Hackman,48.0,/m/0k3z0y,/m/04q78,/m/039bp,/m/0k3z0y,362719,Superman,Lex Luthor,Luthor,8,43,44
30,362719,/m/01_mdl,1978-12-10,Lois Lane,1948-10-17,F,1.68,/m/0g8_vp,Margot Kidder,30.0,/m/0k3z1q,/m/04pzy,/m/04mlmx,/m/0k3z1q,362719,Superman,Lois Lane,her,7,34,35
31,362719,/m/01_mdl,1978-12-10,Jor-El,1924-04-03,M,1.75,/m/07mqps,Marlon Brando,54.0,/m/0k3z0s,/m/02kdb5,/m/04__f,/m/0k3z0s,362719,Superman,Jor-El,Jor-El,4,29,30
32,4069274,/m/0bghc4,2004-09-10,Vera Barrie,1973-10-03,F,1.7,/m/092h2qt,Neve Campbell,30.0,/m/0k800z,/m/0gj590n,/m/0l8v5,/m/0k800z,4069274,When Will I Be Loved,Vera Barrie,her,3,2,3
33,5008724,/m/0czmpz,1979-06-22,Preeti,1944-08-23,F,1.68,/m/0dryh9k,Saira Banu,34.0,/m/02vcjrb,/m/0h2wfzq,/m/06n54j,/m/02vcjrb,5008724,Purab Aur Paschim,Preeti,Preeti,14,49,50
34,30575,/m/07j6w,1995-12-27,Dr. Goines,1929-12-13,M,1.778,/m/044038p,Christopher Plummer,66.0,/m/040r0y7,/m/0h1zkq4,/m/01ycbq,/m/040r0y7,30575,Twelve Monkeys,Dr. Goines,Goines,5,35,36
35,24053482,/m/07kg7s3,1997,Annie Morrell,1976-08-27,F,1.73,/m/044038p,Sarah Chalke,20.0,/m/07vrjm0,/m/07vrjm3,/m/03592b,/m/07vrjm0,24053482,Daughters,Annie Morrell,Annie,3,2,3
36,5274269,/m/0db_xm,2004-11-26,Jai A. Chand,1975-03-28,M,1.75,/m/0dryh9k,Akshaye Khanna,29.0,/m/0jznhv,/m/0h9y7hd,/m/06qxx0,/m/0jznhv,5274269,Hulchul,Jai A. Chand,his,21,3,4
37,5274269,/m/0db_xm,2004-11-26,Anjali,1980-09-21,F,1.63,/m/02sch9,Kareena Kapoor,24.0,/m/0jznh_,/m/0gx3c_r,/m/02756j,/m/0jznh_,5274269,Hulchul,Anjali,Anjali,10,49,50
38,5274269,/m/0db_xm,2004-11-26,Balram 'Balli' A. Chand,1957-02-01,M,1.83,/m/0dryh9k,Jackie Shroff,47.0,/m/0jznjm,/m/0h82lt7,/m/05wdgq,/m/0jznjm,5274269,Hulchul,Balram 'Balli' A. Chand,Balram,3,49,50
39,20506905,/m/04zy_f7,2010-05-21,Michael McCrea,1976-05-25,M,1.75,/m/0d7wh,Cillian Murphy,33.0,/m/0bx458z,/m/0bx456y,/m/02fqwb,/m/0bx458z,20506905,Perrier's Bounty,Michael McCrea,Michael and Brenda,85,31,32
40,20506905,/m/04zy_f7,2010-05-21,Darren Perrier,1955-03-29,M,1.85,/m/03bkbh,Brendan Gleeson,55.0,/m/0bx4596,/m/0bx4574,/m/053xw6,/m/0bx4596,20506905,Perrier's Bounty,Darren Perrier,Perrier,26,5,6
41,20506905,/m/04zy_f7,2010-05-21,Jim McCrea,1949-05-24,M,1.87,/m/02w7gg,Jim Broadbent,60.0,/m/0bx459b,/m/0bx4577,/m/01nwwl,/m/0bx459b,20506905,Perrier's Bounty,Jim McCrea,a badly beaten Jim who explains to Michael that he is going to `` take a nap '' after the phone call,43,28,29
42,23454846,/m/04j2ft8,2002,Rahul Tiwari,1978-06-25,M,1.83,/m/0dryh9k,Aftab Shivdasani,23.0,/m/05nxywx,/m/0h34b2t,/m/02y_491,/m/05nxywx,23454846,Is This Love?,Rahul Tiwari,Rahul,9,3,4
43,23454846,/m/04j2ft8,2002,Sandhya Patil,1975-06-09,F,1.59,/m/0dryh9k,Amisha Patel,26.0,/m/04j2ftc,/m/0h169yy,/m/040khd,/m/04j2ftc,23454846,Is This Love?,Sandhya Patil,his,14,3,4
44,12384049,/m/02w28mv,1933-11-04,Student Greeting Phil,1907-05-26,M,1.93,/m/063k3h,John Wayne,26.0,/m/0gyfz7r,/m/0gyfz7w,/m/043gj,/m/0gyfz7r,12384049,College Coach,Student Greeting Phil,He,6,2,3
45,24021571,/m/07kbj2s,2010-05-14,Leslie Wright,1970-03-18,F,1.78,/m/0x67,Queen Latifah,40.0,/m/07lm70r,/m/0bh43hd,/m/01wgcvn,/m/07lm70r,24021571,Just Wright,Leslie Wright,Leslie,25,2,3
46,24021571,/m/07kbj2s,2010-05-14,Scott McKnight,1972-03-13,M,1.84,/m/0x67,Common,38.0,/m/0bh43lc,/m/0bh43lg,/m/01w7nwm,/m/0bh43lc,24021571,Just Wright,Scott McKnight,Scott and Morgan,29,2,3
47,24021571,/m/07kbj2s,2010-05-14,Morgan Alexander,1975-12-05,F,1.63,/m/0x67,Paula Patton,34.0,/m/0bd4j9r,/m/0bh43my,/m/0ghsvt,/m/0bd4j9r,24021571,Just Wright,Morgan Alexander,Morgan,13,2,3
48,10594195,/m/02qjr0p,1983-08-05,Sardar Dinesh Singh Girji,1931-10-21,M,1.85,/m/0dryh9k,Shammi Kapoor,51.0,/m/02vcv9f,/m/0h3757c,/m/02vmzp,/m/02vcv9f,10594195,Betaab,Sardar Dinesh Singh Girji,Sardar,5,43,44
49,10594195,/m/02qjr0p,1983-08-05,Roma Singh Girji,1958-02-09,F,1.57,/m/0dryh9k,Amrita Singh,25.0,/m/02tb766,/m/0h35ll1,/m/07f49g,/m/02tb766,10594195,Betaab,Roma Singh Girji,Roma,3,3,4
50,31633054,/m/04j03bn,1995,Andy,1971-07-16,M,1.74,/m/041rx,Corey Feldman,23.0,/m/04j03bq,/m/0gxbhlb,/m/0mdyn,/m/04j03bq,31633054,Voodoo,Andy,Andy,7,21,22
51,206845,/m/01dc46,1998-09-19,Princess Bala,1958-03-10,F,1.74,/m/033tf_,Sharon Stone,40.0,/m/0jtndx,/m/0gy21lp,/m/0btpx,/m/0jtndx,206845,Antz,Princess Bala,Bala,16,34,35
52,206845,/m/01dc46,1998-09-19,Barbatus,1946-07-22,M,1.92,/m/0x67,Danny Glover,52.0,/m/07ldxnv,/m/0h0n86g,/m/0205dx,/m/07ldxnv,206845,Antz,Barbatus,himself,4,9,10
53,206845,/m/01dc46,1998-09-19,General Mandible,1930-01-30,M,1.88,/m/07hwkr,Gene Hackman,68.0,/m/02vbt3n,/m/0h0n87z,/m/039bp,/m/02vbt3n,206845,Antz,General Mandible,Mandible,18,5,6
54,206845,/m/01dc46,1998-09-19,Colonel Cutter,1943-03-31,M,1.83,/m/01qhm_,Christopher Walken,55.0,/m/07ldxnp,/m/0gy8np5,/m/016fjj,/m/07ldxnp,206845,Antz,Colonel Cutter,Cutter,4,34,35
55,19087098,/m/04yfsw8,2005,William Shakespeare,1963-06-30,M,1.8,/m/02w7gg,Rupert Graves,41.0,/m/0h5jrq2,/m/0cg_r5j,/m/072dh7,/m/0h5jrq2,19087098,A Waste of Shame,William Shakespeare,William,27,2,3
56,7082486,/m/0h39yl,2007-04-27,Ganesh,1960-12-13,M,1.85928,/m/09m6hr,Daggubati Venkatesh,46.0,/m/02vbycd,/m/0h7wx7s,/m/05yhh7,/m/02vbycd,7082486,Aadavari Matalaku Ardhalu Verule,Ganesh,Ganesh and Keerthi,23,3,4
57,7082486,/m/0h39yl,2007-04-27,Keerthi,1983-05-04,F,1.73,/m/04mvp8,Trisha Krishnan,23.0,/m/02vc7r5,/m/0gxmxqx,/m/05vzql,/m/02vc7r5,7082486,Aadavari Matalaku Ardhalu Verule,Keerthi,Keerthi,17,49,50
58,3210963,/m/08zkct,1984-03-02,"Ah Fong, the Chinese Ambassador",1932-06-28,M,1.6,/m/0cn68,Pat Morita,51.0,/m/03ldlfj,/m/0cgsv73,/m/01xpxv,/m/03ldlfj,3210963,Slapstick of Another Kind,"Ah Fong, the Chinese Ambassador",the Chinese ambassador,6,18,19
59,9086301,/m/027x4qz,1931-06-28,Bill,1900-04-05,M,1.78,/m/033tf_,Spencer Tracy,31.0,/m/02vbq8b,/m/0h2_7w5,/m/0cf2h,/m/02vbq8b,9086301,Goldie,Bill,Bill,3,49,50
60,1307956,/m/04rq8l,2004-05-08,Maria,1979-04-12,F,1.664,/m/02ctzb,Claire Danes,25.0,/m/0k3pqc,/m/0gyd3vj,/m/01gq0b,/m/0k3pqc,1307956,Stage Beauty,Maria,her,4,49,50
61,1964091,/m/069dl1,2007-04-25,Cris Johnson,1964-01-07,M,1.83,/m/01qhm_,Nicolas Cage,43.0,/m/02h7l58,/m/02nwj_p,/m/01vvb4m,/m/02h7l58,1964091,Next,Cris Johnson,forces Cris and Liz,44,10,11
62,1964091,/m/069dl1,2007-04-25,Callie Ferris,1960-12-03,F,1.6,/m/07bch9,Julianne Moore,46.0,/m/02h7l5h,/m/02nwj_7,/m/01kb2j,/m/02h7l5h,1964091,Next,Callie Ferris,Ferris,19,35,36
63,1964091,/m/069dl1,2007-04-25,Liz Cooper,1982-03-03,F,1.73,/m/09vc4s,Jessica Biel,25.0,/m/0gx8r7c,/m/0gx8r7f,/m/0320jz,/m/0gx8r7c,1964091,Next,Liz Cooper,Liz,21,41,42
64,26687336,/m/0bmh28z,2011-01-14,Gajodhar Singh Dhillon,1967-01-27,M,1.83,/m/0fng3k,Bobby Deol,43.0,/m/0gm1ggs,/m/0h5rsp7,/m/040wdl,/m/0gm1ggs,26687336,Yamla Pagla Deewana,Gajodhar Singh Dhillon,Gajodhar and Dharam,11,3,4
65,3917900,/m/0b6qmv,2006,Ray Keene,1966-06-28,M,1.87,/m/033tf_,John Cusack,39.0,/m/03lgvmg,/m/0gyl32g,/m/01gkmx,/m/03lgvmg,3917900,The Contract,Ray Keene,Ray,17,41,42
66,3917900,/m/0b6qmv,2006,Frank Carden,1937-06-01,M,1.88,/m/0x67,Morgan Freeman,68.0,/m/04xg2fb,/m/04xg272,/m/055c8,/m/04xg2fb,3917900,The Contract,Frank Carden,Carden,19,35,36
67,3917873,/m/0b6qm3,1968-12-16,Caractacus Potts,1925-12-13,M,1.85,/m/07mqps,Dick Van Dyke,43.0,/m/0jwcy2,/m/054w5v,/m/01vb403,/m/0jwcy2,3917873,Chitty Chitty Bang Bang,Caractacus Potts,Caractacus,7,46,47
68,3917873,/m/0b6qm3,1968-12-16,Toymaker,1924-01-21,M,1.77,/m/0d7wh,Benny Hill,44.0,/m/04fx631,/m/04fx634,/m/01pmqs3,/m/04fx631,3917873,Chitty Chitty Bang Bang,Toymaker,The toymaker,5,6,7
69,26068632,/m/0b6msm0,1996-06-20,John Pierce,1944-08-09,M,1.88,/m/07bch9,Sam Elliott,51.0,/m/0gd4nwk,/m/0h1p0jj,/m/06m6p7,/m/0gd4nwk,26068632,The Final Cut,John Pierce,Pierce,5,35,36
70,24207129,/m/07l50_1,2009-09-11,George,1960-09-10,M,1.87,/m/0d7wh,Colin Firth,49.0,/m/07n6wnx,/m/07yjp_m,/m/03f1zdw,/m/07n6wnx,24207129,A Single Man,George,George,22,2,3
71,24207129,/m/07l50_1,2009-09-11,Kenny,1989-12-07,M,1.89,/m/02w7gg,Nicholas Hoult,19.0,/m/07r2jmd,/m/07yjq08,/m/06tjh6,/m/07r2jmd,24207129,A Single Man,Kenny,Kenny,5,2,3
72,6300110,/m/0f_zmc,2005-01-07,Chris McKinley,1978-06-11,M,1.88,/m/0g8_vp,Joshua Jackson,26.0,/m/0jtfks,/m/0h0xsr_,/m/03_6y,/m/0jtfks,6300110,Americano,Chris McKinley,he,12,3,4
73,9889964,/m/02pw05g,1990-12-11,Saajan Sood,1965-12-27,M,1.73,/m/0dryh9k,Salman Khan,24.0,/m/02vcrlx,/m/0gx36q4,/m/01s0l0,/m/02vcrlx,9889964,Baaghi: A Rebel for Love,Saajan Sood,his,24,3,4
74,5884079,/m/0fbrd7,2008-08-22,Joe,1964-01-07,M,1.83,/m/01qhm_,Nicolas Cage,44.0,/m/0k74zl,/m/0gx3wjl,/m/01vvb4m,/m/0k74zl,5884079,Bangkok Dangerous,Joe,Joe,40,35,36
75,817057,/m/03dwzc,1981-05-22,Marshall William T. O'Niel,1930-08-25,M,1.89,/m/03lmx1,Sean Connery,50.0,/m/0k1p60,/m/0gyk9ll,/m/06mr6,/m/0k1p60,817057,Outland,Marshall William T. O'Niel,O'Niel,17,35,36
76,2121431,/m/06nmwj,1997-10-10,Anthony Pascale,1976-03-08,M,1.85,/m/025rpb0,"Freddie Prinze, Jr.",21.0,/m/0k5drd,/m/02nwp99,/m/02byfd,/m/0k5drd,2121431,The House of Yes,Anthony Pascale,Anthony,3,46,47
77,2121431,/m/06nmwj,1997-10-10,Lesly,1973-05-16,F,1.67,/m/041rx,Tori Spelling,24.0,/m/0k5drk,/m/02nwp9r,/m/0p17j,/m/0k5drk,2121431,The House of Yes,Lesly,Lesly,10,2,3
78,1132138,/m/0490_m,2002-11-29,Daniel,1971-09-08,M,1.8,/m/041rx,David Arquette,31.0,/m/04d5v99,/m/0h1nvlf,/m/02v60l,/m/04d5v99,1132138,It's a Very Merry Muppet Christmas Movie,Daniel,Daniel,7,48,49
79,22475578,/m/05zj4mp,1994-10-23,Ravishankar,1951-09-07,M,1.78,/m/04mvp8,Mammootty,43.0,/m/0c0581q,/m/0h27xc1,/m/02hkv5,/m/0c0581q,22475578,Sukrutham,Ravishankar,his,10,2,3
80,8889869,/m/027ngfy,2007-06-29,Karan B. Singh Choudhary,1967-01-27,M,1.83,/m/0fng3k,Bobby Deol,40.0,/m/029q15z,/m/0hg9s65,/m/040wdl,/m/029q15z,8889869,Apne,Karan B. Singh Choudhary,Karan,8,17,18
81,8889869,/m/027ngfy,2007-06-29,Pooja B. Singh Choudhary,1977-09-25,F,1.63,/m/0dryh9k,Divya Dutta,29.0,/m/03jrqjl,/m/0h3b5sd,/m/05xhmh,/m/03jrqjl,8889869,Apne,Pooja B. Singh Choudhary,An ex-boxer Baldev Choudhary,3,13,14
82,32811226,/m/0h3q7mr,2009-09-18,Eugenia S. Ginzburg,1967-01-14,F,1.73,/m/02w7gg,Emily Watson,42.0,/m/0gltj_y,/m/0hnpmpp,/m/02l4pj,/m/0gltj_y,32811226,Within the Whirlwind,Eugenia S. Ginzburg,literature professor Evgenia Ginzburg,6,2,3
83,18241669,/m/05m__6g,1999,Young Vinnie,1975-12-29,M,1.753,/m/08hpk0,Shawn Hatosy,23.0,/m/0bnv05g,/m/0bnv05k,/m/09ghbq,/m/0bnv05g,18241669,Simpatico,Young Vinnie,Carter,6,2,3
84,14250331,/m/03cz5_p,2008-05-30,Jatin Kampani,1967-08-04,M,1.78,/m/0dryh9k,Arbaaz Khan,40.0,/m/040lzdf,/m/0h5nc2x,/m/05wd82,/m/040lzdf,14250331,Woodstock Villa,Jatin Kampani,Jatin 's,16,49,50
85,1231856,/m/04kkxx,1999-09-17,Billy Chapel,1955-01-18,M,1.85,/m/09vc4s,Kevin Costner,44.0,/m/02vc0xr,/m/02pzg4d,/m/0127m7,/m/02vc0xr,1231856,For Love of the Game,Billy Chapel,Billy,21,2,3
86,1231856,/m/04kkxx,1999-09-17,Gus Sinski,1965-05-24,M,1.87,/m/0ffkb4,John C. Reilly,34.0,/m/02vb__w,/m/0clv30l,/m/02qgyv,/m/02vb__w,1231856,For Love of the Game,Gus Sinski,Gus,3,49,50
87,1128108,/m/048pk1,2004-07-14,Eddie O'Hare,1984-08-03,M,1.82,/m/041rx,Jon Foster,19.0,/m/0k4z20,/m/0c09y0r,/m/07kb6p,/m/0k4z20,1128108,The Door in the Floor,Eddie O'Hare,Eddie,11,2,3
88,1128108,/m/048pk1,2004-07-14,Ruth Cole,1998-04-09,F,1.7,/m/01qhm_,Elle Fanning,6.0,/m/0k4z25,/m/0c09y1n,/m/05kyb8,/m/0k4z25,1128108,The Door in the Floor,Ruth Cole,Ruth,4,13,14
89,1128108,/m/048pk1,2004-07-14,Marion Cole,1953-12-08,F,1.71,/m/01qhm_,Kim Basinger,50.0,/m/0k4z1w,/m/0c09y0h,/m/01d0fp,/m/0k4z1w,1128108,The Door in the Floor,Marion Cole,Marion,7,13,14
90,7668793,/m/0kvds4,1987-11-13,Damon Killian,1932-11-20,M,1.75,/m/09vc4s,Richard Dawson,54.0,/m/02vcbqx,/m/0hf0gkv,/m/01h7fk,/m/02vcbqx,7668793,The Running Man,Damon Killian,the ruthless Damon Killian,7,9,10
91,7668793,/m/0kvds4,1987-11-13,Ben Richards,1947-07-30,M,1.88,/m/019lrz,Arnold Schwarzenegger,40.0,/m/02t9_c1,/m/0gx3w8h,/m/0tc7,/m/02t9_c1,7668793,The Running Man,Ben Richards,Richards and Amber,33,35,36
92,7668793,/m/0kvds4,1987-11-13,Amber Mendez,1957-06-29,F,1.69,/m/025rpb0,Maria Conchita Alonso,30.0,/m/02vd6fv,/m/0h5k9st,/m/01r1dcn,/m/02vd6fv,7668793,The Running Man,Amber Mendez,Amber and Richards,10,35,36
93,2028217,/m/06g77c,2006-12-06,Nikki Grace,1967-02-10,F,1.79,/m/07hwkr,Laura Dern,39.0,/m/0jzxxs,/m/0h2kh5v,/m/09zmys,/m/0jzxxs,2028217,Inland Empire,Nikki Grace,Nikki,23,21,22
94,2028217,/m/06g77c,2006-12-06,Devon Berk,1971-08-10,M,1.759,/m/0g8_vp,Justin Theroux,35.0,/m/0jzxy2,/m/0gy6pw3,/m/070yzk,/m/0jzxy2,2028217,Inland Empire,Devon Berk,Devon,6,21,22
95,2028217,/m/06g77c,2006-12-06,Kingsley Stewart,1948-09-19,M,1.85,/m/02w7gg,Jeremy Irons,58.0,/m/0jzxy7,/m/0g_6rys,/m/016ywr,/m/0jzxy7,2028217,Inland Empire,Kingsley Stewart,"Off-camera , Kingsley",4,9,10
96,2028217,/m/06g77c,2006-12-06,Doris Side,1965-01-04,F,1.71,/m/02w7gg,Julia Ormond,41.0,/m/03jsf4n,/m/0h2qz7v,/m/0509bl,/m/03jsf4n,2028217,Inland Empire,Doris Side,her,3,21,22
97,16791614,/m/04068zh,1942-01-29,Benjamin Blake,1914-05-05,M,1.82,/m/06v41q,Tyrone Power,27.0,/m/04dgr41,/m/0h36xw0,/m/02s58t,/m/04dgr41,16791614,Son of Fury: The Story of Benjamin Blake,Benjamin Blake,Arthur,12,36,37
98,1157158,/m/04c13q,2002-03-29,Burke Bennett,1944-11-17,M,1.52,/m/0xnvg,Danny DeVito,57.0,/m/0jx3bf,/m/0h12jvg,/m/0q9kd,/m/0jx3bf,1157158,Death to Smoochy,Burke Bennett,Burke and Stokes,17,35,36
99,1157158,/m/04c13q,2002-03-29,Marion Frank Stokes,1962-11-28,M,1.68,/m/041rx,Jon Stewart,39.0,/m/0jx3br,/m/0436qg9,/m/01j7rd,/m/0jx3br,1157158,Death to Smoochy,Marion Frank Stokes,Stokes,3,36,37
100,3028248,/m/08ll9g,1989-03-10,Alex Finch,1965-04-04,M,1.75,/m/041rx,Robert Downey Jr.,23.0,/m/040r016,/m/0gxtthr,/m/016z2j,/m/040r016,3028248,Chances Are,Alex Finch,Alex,16,2,3
101,3432108,/m/09c3qk,1986-11-28,Buck Matthews,1944-06-29,M,1.82,/m/02ctzb,Gary Busey,42.0,/m/02vd2xp,/m/05lmcj9,/m/03ds3,/m/02vd2xp,3432108,Eye of the Tiger,Buck Matthews,Buck,23,35,36
102,612656,/m/02wjh2,1996-08-28,Johnny,1961-04-11,M,1.8,/m/0fj1k9,Vincent Gallo,35.0,/m/02vc9b8,/m/0h2y6wf,/m/01fxck,/m/02vc9b8,612656,The Funeral,Johnny,Johnny,12,7,8
